date,benchmark_hs300,global_60_40,classic_all_weather,dynamic_risk_parity,smart_all_weather
2018-03-15,1241266.4601419582,1406906.2275287982,1345917.1028107475,1345493.9030340568,1330425.5808683448
2018-03-16,1225232.981639666,1402078.3797569622,1340685.1046734313,1342379.9554716286,1327200.2266073911
2018-03-19,1233071.603139063,1401367.715946305,1339582.5065362619,1342243.3886754804,1327201.5343238008
2018-03-20,1232359.0246401501,1396062.9522013597,1338023.4083992385,1340917.6219133758,1325564.5421665525
2018-03-21,1224876.7461429262,1394303.2885221315,1336119.0102623617,1339774.7551853168,1324290.0501356567
2018-03-22,1212049.9676473925,1389904.5249086258,1333619.8121256314,1339381.388491307,1323621.858231123
2018-03-23,1169650.289153549,1363932.5613608472,1316814.5139890474,1327853.3218313481,1310380.9664529613
2018-03-26,1163236.9106613952,1358246.9978788013,1312927.2158526098,1329682.7552054431,1312136.7748011816
2018-03-27,1175707.4321709315,1369795.4344624928,1319021.8177163189,1334533.3886135952,1317847.4832757937
2018-03-28,1147559.7536821584,1350063.7711119275,1304088.7195801742,1325111.6220558062,1307822.691876808
2018-03-29,1172500.7751950757,1357777.20782711,1309321.521444176,1324546.0555320797,1307858.500604234
2018-03-30,1170362.9967096834,1359182.744608046,1310272.8233083244,1327462.2890424174,1310876.3094580816
2018-04-02,1165731.118225982,1354866.68145474,1307228.3251726192,1325863.1225868228,1309123.5184383611
2018-04-03,1156823.6397439714,1342258.818367198,1300148.6270370602,1323638.5561652982,1306287.0275450822
2018-04-04,1153260.6612636517,1343127.9553454244,1300088.628901648,1322565.4897778463,1305139.336778255
2018-04-09,1155042.1827850232,1346177.6923894247,1301629.7307663825,1324712.0234244696,1307392.946137889
2018-04-10,1181764.704308086,1361752.4294992043,1314248.9326312635,1331700.9571051714,1314821.1556239945
2018-04-11,1183546.2258328402,1364092.066674768,1317855.8344962911,1333579.4908199538,1316581.5652365815
2018-04-12,1168937.9473592858,1358210.803916121,1313127.536361465,1331943.9245688198,1314681.4749756597
2018-04-13,1159317.8688874233,1360307.6412232684,1311594.1382267855,1332079.5583517717,1314985.3848412393
2018-04-16,1137583.5904172524,1350453.378596216,1303946.3400922527,1329733.5921688126,1312169.6948333299
2018-04-17,1117630.8119487735,1347302.372274968,1299545.9369178666,1327374.5255799447,1310222.9219319415
2018-04-18,1120481.2334819864,1355705.5592793915,1305019.439977722,1333466.1242676026,1316149.1625064092
2018-04-19,1139365.155016892,1359845.2463220868,1309499.3430378176,1335346.5229787326,1317683.5030919244
2018-04-20,1118343.4765534892,1349865.9334030559,1299850.7460981542,1329030.521713337,1311776.1436884867
2018-04-23,1124044.2980917795,1346121.7205223022,1297495.8491587308,1326049.920471417,1308871.5842960982
2018-04-24,1152192.0196317623,1360354.9076798288,1309374.4522195484,1332923.4192529751,1315053.9249147596
2018-04-25,1143997.1411734375,1350827.8948756387,1303365.0552806063,1329708.7180580134,1312253.765544471
2018-04-26,1116918.3627168057,1341408.5821097346,1294587.4583419047,1324946.5168865328,1308002.5061852338
2018-04-27,1119768.7842618667,1352191.46938212,1299689.0614034438,1329202.4157385356,1311816.4468370492
2018-05-02,1124044.405808621,1352638.7566927976,1300108.1644652234,1328877.1146140238,1311326.3874999175
2018-05-03,1131883.0273570686,1355008.4440417704,1303176.367527244,1330229.313512999,1312647.1281738398
2018-05-04,1125469.6489072095,1354283.9314290418,1302129.6705895045,1328872.5124354635,1311351.868858817
2018-05-07,1147203.970459044,1367011.7188546143,1312230.073652006,1334735.7113814184,1316706.30955485
2018-05-08,1165018.9920125722,1372647.5063184912,1317370.0767147483,1336985.810350866,1318574.6502619395
2018-05-09,1161099.713567794,1369858.9938206752,1314676.679777731,1334746.1093438081,1316374.5909800865
2018-05-10,1170363.5351247098,1378824.1813611698,1320952.9828409548,1338267.6083602468,1319531.7317092917
2018-05-11,1162168.6566833197,1378997.5689399776,1320414.1859044193,1338761.3074001835,1320064.772449556
